n,game_id,HomeTeam,AwayTeam,HomeScore,AwayScore,Home_xG,Away_xG,Home_shots,Away_shots,Home_corner,Away_corner,Home_PK_Goal,Away_PK_Goal,Home_PK_shots,Away_PK_shots,Home_ToP,home_totalGoals,away_totalGoals,home_totalGoalsC,away_totalGoalsC,home_totalPossession,away_totalPossession,home_totalxG,away_totalxG,home_totalxGC,away_totalxGC,home_StGConversion,away_StGConversion,home_shotQuality,away_shotQuality,home_efficiency,away_efficiency,home_qualityP,away_qualityP,home_defQuality,away_defQuality,home_score,away_score,home_shotsConceded,away_shotsConceded,home_goalDifferential,away_goalDifferential
11,game_2023_11,SFS,AUG,1,1,1.34,1.2,6,11,2,1,0,0,0,0,0.54,0.5416666666666666,0.5454545454545454,0.5238095238095238,0.3636363636363636,0.7846153846153845,0.7857142857142854,0.6997943797121314,0.6718446601941744,0.4702127659574467,0.3753315649867375,0.529057390043937,0.3869711613542591,0.6344346302067262,0.2998270204901259,0.5625089614300053,0.2678073066404877,0.279621779439188,0.3322478534370334,0.4838019229730459,0.4740761236663711,0.5833333333333334,0.8260869565217391,0.5,0.0,0.5217391304347826,0.6857142857142857
12,game_2023_12,TUC,BOI,1,5,1.06,2.09,17,14,7,7,0,0,1,1,0.53,0.5833333333333334,0.7727272727272727,1.0,0.7727272727272727,0.4346153846153838,0.3035714285714288,0.5311857436600409,0.7388349514563105,0.665957446808511,0.3992042440318306,0.6417153116895506,0.5697095556200988,0.6455287357745709,0.4941518949511548,0.4631637844510329,0.2215543858617343,0.4144112901170766,0.5327349115313776,0.8778795609152751,0.5746259309574048,0.3333333333333333,0.4782608695652174,0.6125,0.5670103092783505,0.1304347826086956,0.5714285714285714
13,game_2023_13,LRO,TAC,1,1,2.17,0.23,13,5,8,5,0,0,0,1,0.44,0.4166666666666667,0.3181818181818182,0.238095238095238,0.8181818181818182,0.9153846153846152,0.4250000000000001,0.8115147361206305,0.0990291262135922,0.3170212765957447,0.8037135278514592,0.4092627674795967,0.322720855932833,0.7225953721696214,0.0541151500961517,0.7599197055871529,0.0748014064331294,0.3136857149972907,0.3535579513604755,0.2612703741965106,0.571109248393406,0.4166666666666667,0.0869565217391304,0.3625,0.6597938144329897,0.6521739130434783,0.2571428571428571
14,game_2023_14,ANC,LRO,1,0,1.74,1.0,17,9,4,5,0,0,0,0,0.36,0.375,0.9090909090909092,0.0,0.2272727272727272,0.3115384615384613,0.9357142857142846,1.0,0.8980582524271844,0.1212765957446807,0.3454907161803715,0.2342995687343102,0.756556897131977,0.6094004211580218,0.8099765449262054,0.9720015055202412,0.2829535095715589,1.0,0.1910662859883867,0.0,0.134253293465614,1.0,0.8695652173913043,0.3875,0.6391752577319587,0.8260869565217391,1.0
15,game_2023_15,WIC,CHM,1,1,1.29,0.91,16,11,13,4,0,0,0,0,0.46,0.2083333333333333,0.5,0.7142857142857143,0.3181818181818182,0.8499999999999999,0.6214285714285722,0.1891706648389308,0.3854368932038834,1.0,0.4257294429708227,0.2267631471667345,0.4316955761987974,0.0,0.2782711634699089,0.4943961191033791,0.1805651777575205,0.2558668632848094,0.3681240116416964,0.5510559021588433,0.1889501948177556,0.1666666666666666,0.5217391304347826,0.7125,0.6907216494845361,0.0,0.6857142857142857
16,game_2023_16,LAR,SAS,2,1,1.88,0.32,18,3,3,2,0,0,0,0,0.48,0.3333333333333333,0.8181818181818182,0.2857142857142857,0.7272727272727273,0.5615384615384621,0.4892857142857148,0.4640164496230294,0.733980582524272,0.1457446808510641,0.3687002652519894,0.2857245629601209,0.5446313902925506,0.2312480175197641,0.3457894690716176,0.592207659970617,0.109024612579763,0.6021214956599196,0.5434866661414581,0.2992424242424242,0.510984474108919,0.5833333333333334,0.5217391304347826,0.3875,0.6391752577319587,0.5217391304347826,0.6285714285714286
17,game_2023_17,LEX,SJU,0,0,0.49,0.28,12,9,3,5,0,0,0,0,0.49,0.5416666666666666,0.0,0.1904761904761904,0.9090909090909092,0.3,0.3000000000000003,0.4105551747772445,0.0,0.4117021276595747,0.6525198938992045,0.4305166521281088,0.0,0.2429567061622497,0.0,0.4289239114849686,0.6673785649173073,0.9064871200429716,0.4955326186025517,0.1078901257472686,0.8707430512799591,0.5416666666666666,0.0,0.6125,0.2061855670103092,0.8260869565217391,0.0
18,game_2023_18,TAC,TUC,1,3,0.9,2.11,18,18,7,10,0,0,0,0,0.58,0.5833333333333334,0.2727272727272727,0.9523809523809524,1.0,0.611538461538461,0.4642857142857147,0.2583961617546266,0.115533980582524,0.6755319148936165,0.5809018567639262,0.5369203575481601,0.2592480130964011,0.2602025922481473,0.1264191544675131,0.3431836273231736,0.2632634457611665,0.4616964570088789,0.4484623099562387,0.6099096693810352,0.7707117719772603,0.0,0.0869565217391304,1.0,0.5257731958762887,0.1739130434782608,0.1142857142857142
19,game_2023_19,DES,SFS,2,2,1.42,0.87,20,10,6,8,0,0,0,1,0.49,0.5416666666666666,0.7727272727272727,0.7619047619047619,0.5909090909090909,0.7730769230769224,1.0,0.0,0.6621359223300973,0.3691489361702124,0.3249336870026525,0.7327082484033156,0.6777829094908654,0.3604110941739291,0.4802157662067324,0.256894326817378,0.0885935248625284,0.076180718340397,0.0,1.0,0.4650944740233709,0.2083333333333333,0.782608695652174,0.1375,0.4845360824742268,0.3043478260869565,0.6857142857142857
20,game_2023_20,BAK,OAK,1,2,1.27,1.64,9,20,2,3,0,0,0,0,0.55,0.375,0.4090909090909091,0.3333333333333333,0.0454545454545454,0.288461538461538,0.217857142857143,0.3961617546264563,0.4407766990291263,0.4425531914893619,0.0,0.2852500244024275,0.2961784107003302,0.2517454943778537,0.4015459777408013,0.6082022973123674,0.5437755142483457,0.99240975610878,0.6240828605913986,0.1697125281248504,0.0742094844037024,0.4583333333333333,0.8260869565217391,0.8,0.2989690721649484,0.5217391304347826,0.8
21,game_2023_21,EUG,AUG,2,1,1.16,1.44,10,11,5,5,0,0,0,0,0.53,0.2916666666666667,0.5454545454545454,0.5238095238095238,0.3636363636363636,0.0,0.7857142857142854,0.0308430431802604,0.6718446601941744,0.8148936170212767,0.3753315649867375,0.3108600418017457,0.3869711613542591,0.021397422041674,0.2998270204901259,0.4062243377231667,0.2678073066404877,0.9710601809067384,0.3322478534370334,0.4504221906565657,0.4740761236663711,0.4583333333333333,0.8260869565217391,0.5625,0.0,0.2608695652173913,0.6857142857142857
22,game_2023_22,MAN,TOL,3,1,0.67,1.53,19,18,9,9,0,0,0,0,0.53,0.7916666666666666,0.3636363636363636,0.4761904761904761,0.5454545454545454,0.5653846153846152,0.3642857142857138,0.5291295407813572,0.4883495145631067,0.5244680851063835,0.4496021220159151,0.6691146718152569,0.3136097129707353,0.4578262549100567,0.4658125929956624,0.346712455473993,0.5884478329327921,0.6503923891303884,0.5191653388801054,0.5209668109668111,0.4061238822345277,0.3333333333333333,0.5217391304347826,0.35,0.5463917525773195,0.8260869565217391,0.4571428571428571
23,game_2023_23,JAC,DOV,2,3,1.01,2.42,7,17,5,5,0,0,0,0,0.65,0.7083333333333334,0.6818181818181818,0.4285714285714285,1.0,0.8730769230769224,0.1428571428571428,0.7333790267306374,0.7145631067961163,0.4861702127659573,0.1306366047745355,0.6050465162974364,0.3568305796077605,0.6053040019757672,0.3456712343493739,0.4738729508196721,0.367598151698991,0.3252325181008607,1.0,0.5553014905149052,1.0,0.625,0.6521739130434783,0.2125,0.134020618556701,0.782608695652174,0.3714285714285714
24,game_2023_24,MOB,SPR,1,0,1.42,0.7,15,6,6,4,0,0,1,1,0.67,0.125,0.5,0.5714285714285714,0.9090909090909092,0.5807692307692309,0.0,0.1329677861549007,0.3155339805825241,0.7287234042553191,0.6047745358090189,0.3274228768168296,0.3991443416363544,0.3224681883573143,0.3168916557040654,0.6015575629158768,0.2687766636280765,0.0,0.7451622812934938,0.6556500679307696,0.7551775601578313,0.0833333333333333,0.4347826086956521,0.3,0.4123711340206185,0.0434782608695652,0.3142857142857143
25,game_2023_25,BOI,REN,1,1,2.21,0.78,24,9,10,0,0,0,0,0,0.48,0.25,0.6363636363636364,0.1904761904761904,0.3636363636363636,0.4769230769230772,0.6250000000000001,0.7320082248115147,0.7349514563106796,0.0021276595744682,0.4549071618037136,0.1884441586330046,0.4677386704688476,0.4540656570901257,0.6463448388285412,0.9382816358393474,0.5164214090376352,0.8444213789435074,0.3873039436900059,0.1617526617526618,0.2489331707688791,0.4166666666666667,0.6086956521739131,0.475,0.5979381443298969,0.5217391304347826,0.7428571428571429
26,game_2023_26,FOR,PRO,1,2,2.05,0.77,17,14,2,2,0,0,0,0,0.58,0.625,0.7727272727272727,0.7619047619047619,0.2727272727272727,1.0,0.4142857142857143,0.8087731322823848,0.4961165048543687,0.5085106382978727,0.4880636604774537,0.6238745913043764,0.6989737631910157,1.0,0.4127220426994411,0.6629307460689193,0.0098332696209602,0.2067597406128083,0.3836217228276083,0.5172091283202394,0.1579249050835758,0.5416666666666666,0.9130434782608696,0.8625,0.6804123711340206,0.391304347826087,0.8857142857142857
27,game_2023_27,FAR,ALB,3,2,2.26,1.16,17,10,8,6,0,0,1,0,0.69,0.8333333333333334,0.7272727272727273,0.3809523809523809,0.9545454545454546,0.7692307692307687,0.3357142857142852,0.934201507882111,1.0,0.3031914893617022,0.3952254641909818,0.7886919505021088,0.4345047923322683,0.9831427531539106,0.7741720551220365,0.5063566410170625,0.7091340018231543,0.5342350339478429,0.7765990830552104,0.4125918273645546,0.7056658135702881,0.7916666666666666,0.4347826086956521,0.3625,0.5876288659793815,0.9565217391304348,0.4285714285714285
28,game_2023_28,ALB,FOR,2,2,1.04,1.25,15,12,1,2,0,0,0,0,0.39,0.4166666666666667,0.4545454545454545,0.7142857142857143,0.7272727272727273,0.4269230769230769,0.7107142857142852,0.0,0.6475728155339809,0.8382978723404252,0.9151193633952258,0.6017898394580008,0.5182818601348953,0.2326153643649114,1.0,0.2788892606222817,0.7894257064721977,0.2934179856711538,0.1338443129783059,0.5444752402069475,0.4304419458334538,0.1666666666666666,0.2608695652173913,0.725,0.865979381443299,0.217391304347826,0.4
29,game_2023_29,SJU,MAN,1,2,2.31,2.1,19,20,4,3,0,0,1,0,0.55,0.4166666666666667,0.0909090909090909,0.6666666666666666,0.5454545454545454,0.3384615384615383,0.446428571428571,0.4708704592186429,0.3349514563106794,0.7287234042553191,0.1916445623342176,0.5112712888771792,0.073501791073676,0.6282727181981038,0.3254403496647175,0.5776848444295752,1.0,0.404135184573795,0.2865270194886933,0.5819464070759408,0.377454627650056,0.125,0.1739130434782608,0.575,0.6288659793814433,0.2608695652173913,0.2857142857142857
30,game_2023_30,TOL,LEX,1,1,2.18,1.27,22,9,6,4,0,0,0,0,0.69,0.7083333333333334,0.4090909090909091,0.4285714285714285,0.4545454545454545,0.7423076923076923,0.1964285714285718,0.2919808087731319,0.6563106796116506,0.58936170212766,0.8587533156498681,0.6091448062526814,0.3007890154838457,0.0966828277890272,0.6141883764276719,0.202042907326865,0.7971780745907815,0.4846942844922601,0.6748027563837454,0.2488981799123309,0.2065929141111932,0.5416666666666666,0.5217391304347826,0.8125,1.0,0.782608695652174,0.5428571428571428
31,game_2023_31,REN,SFS,0,1,1.5,0.83,18,10,4,7,0,0,0,0,0.37,0.3333333333333333,0.7727272727272727,0.3809523809523809,0.5909090909090909,0.78076923076923,1.0,0.3351610692254969,0.6621359223300973,0.0127659574468086,0.3249336870026525,0.3153017181018412,0.6777829094908654,0.1119423266802073,0.4802157662067324,0.4664567181113357,0.0885935248625284,0.4313149798588778,0.0,0.4057524396507447,0.4650944740233709,0.3333333333333333,0.782608695652174,0.375,0.4845360824742268,0.4347826086956521,0.6857142857142857
32,game_2023_32,PRO,FAR,3,1,1.61,1.16,16,19,9,2,0,0,0,0,0.47,0.7916666666666666,0.8636363636363636,0.4761904761904761,0.3181818181818182,0.3038461538461538,0.5142857142857142,0.3145990404386566,0.774757281553398,0.5223404255319151,0.1034482758620686,0.6691146718152569,0.6765209231662908,0.157888178728326,0.6378691372321944,0.1967262314761971,0.2268666611419575,0.6344002695276426,0.3631101711535162,0.2959332663124132,0.2837003733902309,0.5,0.9130434782608696,0.8,0.3711340206185567,0.8260869565217391,0.9142857142857144
33,game_2023_33,AUG,JAC,0,2,1.63,1.16,9,8,2,2,0,0,0,0,0.51,0.875,0.5454545454545454,0.3809523809523809,0.0,0.9499999999999996,0.7821428571428569,0.7635366689513363,0.6456310679611651,0.3106382978723402,0.0901856763925729,0.7604788199977762,0.3629358801318958,0.6107894412706172,0.5855351274379784,0.3563064570090331,0.6343454175724005,0.3350815003831799,0.3546674079656722,0.4932966023875114,0.0,0.9583333333333334,1.0,0.225,0.4536082474226804,1.0,0.9142857142857144
34,game_2023_34,SAS,OAK,0,2,0.29,0.99,10,15,2,2,0,0,0,0,0.57,0.3333333333333333,0.4090909090909091,0.0476190476190476,0.0454545454545454,0.5038461538461536,0.217857142857143,0.319396847155586,0.4407766990291263,0.0,0.0,0.3032039944950022,0.2961784107003302,0.1779443166598392,0.4015459777408013,0.5293321890409765,0.5437755142483457,0.6228413375164797,0.6240828605913986,0.0693646232439336,0.0742094844037024,0.625,0.8260869565217391,0.3375,0.2989690721649484,0.7391304347826086,0.8
35,game_2023_35,LAR,BOI,3,0,2.03,0.5,14,7,4,5,0,0,0,0,0.5,0.3333333333333333,0.7727272727272727,0.2857142857142857,0.7727272727272727,0.5615384615384621,0.3035714285714288,0.4640164496230294,0.7388349514563105,0.1457446808510641,0.3992042440318306,0.2857245629601209,0.5697095556200988,0.2312480175197641,0.4941518949511548,0.592207659970617,0.2215543858617343,0.6021214956599196,0.5327349115313776,0.2992424242424242,0.5746259309574048,0.5833333333333334,0.4782608695652174,0.3875,0.5670103092783505,0.5217391304347826,0.5714285714285714
36,game_2023_36,DOV,WIC,0,2,1.11,1.34,9,13,7,4,0,0,0,0,0.31,0.75,0.3636363636363636,0.3333333333333333,0.8181818181818182,0.2423076923076922,0.9214285714285712,0.7100753941055512,0.4796116504854369,0.071276595744681,1.0,0.5536359419148966,0.2800068231378135,0.4467381830988529,0.4765302501074022,0.4334073420724472,0.6707880997762495,0.9276615323956536,0.2113998186070791,0.5910207517350375,0.5837139870216714,0.5,0.3478260869565217,0.0,0.6288659793814433,0.9130434782608696,0.2857142857142857
37,game_2023_37,ANC,TAC,3,1,3.05,0.81,17,5,6,1,0,0,1,1,0.44,0.375,0.3181818181818182,0.0,0.8181818181818182,0.3115384615384613,0.4250000000000001,1.0,0.0990291262135922,0.1212765957446807,0.8037135278514592,0.2342995687343102,0.322720855932833,0.6094004211580218,0.0541151500961517,0.9720015055202412,0.0748014064331294,1.0,0.3535579513604755,0.0,0.571109248393406,1.0,0.0869565217391304,0.3875,0.6597938144329897,0.8260869565217391,0.2571428571428571
38,game_2023_38,CHM,MOB,0,2,1.85,1.14,15,5,6,2,0,0,0,0,0.48,0.0,0.3181818181818182,0.1428571428571428,0.4090909090909091,0.6846153846153846,0.6035714285714285,0.3029472241261136,0.3504854368932037,0.7510638297872337,0.7075596816976129,0.0,0.322720855932833,0.0409276002805394,0.4848724485695825,1.0,0.5936189608021879,0.5208575199232832,0.2787305615030144,0.1237304741403102,0.1860266268954633,0.2083333333333333,0.6521739130434783,0.45,0.9587628865979382,0.3043478260869565,0.5142857142857142
39,game_2023_39,TUC,EUG,3,1,2.18,0.51,14,10,4,9,1,0,1,0,0.58,0.5833333333333334,0.5,1.0,0.5909090909090909,0.4346153846153838,0.1464285714285716,0.5311857436600409,0.3213592233009708,0.665957446808511,0.6253315649867374,0.6417153116895506,0.5101057559242113,0.6455287357745709,0.4708903902633581,0.4631637844510329,0.2750774840474022,0.4144112901170766,0.5230795892073825,0.8778795609152751,0.4339586283974526,0.3333333333333333,0.391304347826087,0.6125,0.5670103092783505,0.1304347826086956,0.5142857142857142
40,game_2023_40,LRO,DES,1,1,1.67,0.55,14,9,7,3,0,0,0,0,0.6,0.4166666666666667,0.6363636363636364,0.238095238095238,0.2272727272727272,0.9153846153846152,0.6714285714285717,0.8115147361206305,0.6252427184466023,0.3170212765957447,0.2102122015915116,0.4092627674795967,0.4952362607016715,0.7225953721696214,0.4402827892694617,0.7599197055871529,0.2642010678473764,0.3136857149972907,0.3164833226316897,0.2612703741965106,0.1553291637113934,0.4166666666666667,0.8260869565217391,0.3625,0.5567010309278351,0.6521739130434783,0.8285714285714286
41,game_2023_41,SPR,BAK,3,3,0.9,1.18,11,8,4,4,0,0,0,1,0.48,1.0,0.4090909090909091,0.6666666666666666,0.5909090909090909,0.2269230769230768,0.2357142857142858,0.0479780671692939,0.4019417475728155,0.2797872340425534,0.4774535809018569,1.0,0.4218038304488219,0.0454273883305491,0.4761412942560885,0.0,0.4090840632555191,0.5734659667299208,0.4707624946752772,0.446533087888228,0.3804438937279056,0.75,0.3478260869565217,0.8375,0.7216494845360825,0.8695652173913043,0.4571428571428571
42,game_2023_42,TUC,ANC,2,0,1.67,0.95,14,16,5,2,0,0,0,0,0.58,0.5833333333333334,1.0,1.0,0.5454545454545454,0.4346153846153838,0.5142857142857142,0.5311857436600409,0.5553398058252428,0.665957446808511,0.3421750663129975,0.6417153116895506,0.7308605696126841,0.6455287357745709,0.4358843636451533,0.4631637844510329,0.0,0.4144112901170766,0.4667064891024117,0.8778795609152751,0.5913180187035744,0.3333333333333333,0.8695652173913043,0.6125,0.1134020618556701,0.1304347826086956,0.8571428571428571
43,game_2023_43,MOB,SJU,0,1,0.57,1.49,5,9,9,8,0,0,1,0,0.5,0.125,0.0,0.5714285714285714,0.9090909090909092,0.5807692307692309,0.3000000000000003,0.1329677861549007,0.0,0.7287234042553191,0.6525198938992045,0.3274228768168296,0.0,0.3224681883573143,0.0,0.6015575629158768,0.6673785649173073,0.0,0.4955326186025517,0.6556500679307696,0.8707430512799591,0.0833333333333333,0.0,0.3,0.2061855670103092,0.0434782608695652,0.0
44,game_2023_44,LEX,PRO,0,1,1.14,0.58,12,8,5,6,0,0,0,0,0.49,0.5416666666666666,0.7727272727272727,0.1904761904761904,0.2727272727272727,0.3,0.4142857142857143,0.4105551747772445,0.4961165048543687,0.4117021276595747,0.4880636604774537,0.4305166521281088,0.6989737631910157,0.2429567061622497,0.4127220426994411,0.4289239114849686,0.0098332696209602,0.9064871200429716,0.3836217228276083,0.1078901257472686,0.1579249050835758,0.5416666666666666,0.9130434782608696,0.6125,0.6804123711340206,0.8260869565217391,0.8857142857142857
45,game_2023_45,LRO,JAC,0,1,0.95,1.89,11,11,8,3,0,0,0,0,0.54,0.4166666666666667,0.5454545454545454,0.238095238095238,0.0,0.9153846153846152,0.7821428571428569,0.8115147361206305,0.6456310679611651,0.3170212765957447,0.0901856763925729,0.4092627674795967,0.3629358801318958,0.7225953721696214,0.5855351274379784,0.7599197055871529,0.6343454175724005,0.3136857149972907,0.3546674079656722,0.2612703741965106,0.0,0.4166666666666667,1.0,0.3625,0.4536082474226804,0.6521739130434783,0.9142857142857144
46,game_2023_46,DES,LAR,1,2,0.58,1.33,14,17,2,7,0,0,0,1,0.49,0.5416666666666666,0.7727272727272727,0.7619047619047619,0.7272727272727273,0.7730769230769224,0.5714285714285714,0.0,0.4980582524271842,0.3691489361702124,0.0941644562334216,0.7327082484033156,1.0,0.3604110941739291,0.9359910096742716,0.256894326817378,0.1436410150851295,0.076180718340397,0.1383761159627161,1.0,0.6348491198658845,0.2083333333333333,1.0,0.1375,0.3505154639175257,0.3043478260869565,0.6
47,game_2023_47,BOI,OAK,2,0,1.38,0.41,18,14,4,11,0,0,0,0,0.42,0.25,0.4090909090909091,0.1904761904761904,0.0454545454545454,0.4769230769230772,0.217857142857143,0.7320082248115147,0.4407766990291263,0.0021276595744682,0.0,0.1884441586330046,0.2961784107003302,0.4540656570901257,0.4015459777408013,0.9382816358393474,0.5437755142483457,0.8444213789435074,0.6240828605913986,0.1617526617526618,0.0742094844037024,0.4166666666666667,0.8260869565217391,0.475,0.2989690721649484,0.5217391304347826,0.8
48,game_2023_48,SFS,TOL,2,1,1.63,1.05,20,10,6,6,0,0,0,0,0.62,0.5416666666666666,0.3636363636363636,0.5238095238095238,0.5454545454545454,0.7846153846153845,0.3642857142857138,0.6997943797121314,0.4883495145631067,0.4702127659574467,0.4496021220159151,0.529057390043937,0.3136097129707353,0.6344346302067262,0.4658125929956624,0.5625089614300053,0.5884478329327921,0.279621779439188,0.5191653388801054,0.4838019229730459,0.4061238822345277,0.5833333333333334,0.5217391304347826,0.5,0.5463917525773195,0.5217391304347826,0.4571428571428571
49,game_2023_49,AUG,DOV,3,3,0.84,0.82,10,18,7,3,0,0,0,0,0.73,0.875,0.6818181818181818,0.3809523809523809,1.0,0.9499999999999996,0.1428571428571428,0.7635366689513363,0.7145631067961163,0.3106382978723402,0.1306366047745355,0.7604788199977762,0.3568305796077605,0.6107894412706172,0.3456712343493739,0.3563064570090331,0.367598151698991,0.3350815003831799,1.0,0.4932966023875114,1.0,0.9583333333333334,0.6521739130434783,0.225,0.134020618556701,1.0,0.3714285714285714
50,game_2023_50,SAS,ALB,2,1,1.53,0.55,20,2,6,1,0,0,0,0,0.49,0.3333333333333333,0.7272727272727273,0.0476190476190476,0.9545454545454546,0.5038461538461536,0.3357142857142852,0.319396847155586,1.0,0.0,0.3952254641909818,0.3032039944950022,0.4345047923322683,0.1779443166598392,0.7741720551220365,0.5293321890409765,0.7091340018231543,0.6228413375164797,0.7765990830552104,0.0693646232439336,0.7056658135702881,0.625,0.4347826086956521,0.3375,0.5876288659793815,0.7391304347826086,0.4285714285714285
